,LAT,LON,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
SunPrairiecity,43.183605,-89.21372,2.0,15333.0,2.74,0.67,98.15,0.56,1.0,13.82,27.52,12.14,8.57,-220074.2,101.763214,35301.0,86.0,0.81,54.29,21.35,3.28,12.43,40271.0,14268.0,14421.0,6933.0,7004.0,8490.0,9616.0,10474.0,475.0,3.13,5.76,16.07,20.89,2.75,74.66,18.31,20.21,15.89,25.41,7.61,27.17,11.62,9.73,3.17,77.92,78.09,86.21,80.93,76.75,82.13,227.0,1.94,168.0,8.33,10.12,11.31,14.29,0.09,0.11,0.12,0.16,96.18,0.27,3.88,2.89,2.72,2.99,2.37,61.95,1.57,40.4,3.0,113.0,98.02,56.32,1.77,14.16,1970.0,1.28,0.09,63300.0,74400.0,91100.0,27800.0,363.0,433.0,491.0,128.0,465.0,23.6,19.4,12.7,-729.12024,-206.66954,1.1,76.77,47.61,78.12,89.62,257.4556,177.68005,-794.99786,147.80568,-101791.32,55409.402,332.7314,214.34174,87.15693,96.82672,4.12917,0.16021405,0.52387935,4.900923,-28.781298,9.097743,12.000051,7.3,2105.1,0.24,115.83129,53961280.0,85.09414,2.3178346,4.0092106,82906.22,48.938232,11.212333,4.0,22.79,182.81255,213.49397,9.0,51.29,69.0,393.21,661.0,3766.81,27.0,153.86,6.0,34.19,74.08,4348.07
Hendersonvillecity,36.304775,-86.619995,2.0,32188.0,2.81,2.33,96.7,0.56,0.83,15.35,27.21,12.9,7.58,32188.0,100.0,38068.0,87.61,1.17,42.88,16.2,2.04,13.14,41985.0,16010.0,16111.0,13739.0,11716.0,9763.0,7343.0,9042.0,1437.0,4.49,5.33,16.66,21.1,3.69,71.42,14.93,21.16,11.03,30.94,8.09,22.58,12.37,10.34,3.13,82.54,80.04,90.49,84.77,69.71,73.84,191.0,0.85,596.0,20.3,33.72,35.91,56.21,0.38,0.62,0.66,1.04,96.97,0.27,2.95,2.37,2.77,2.91,2.4,76.51,1.04,27.86,3.0,1031.0,91.73,72.81,0.87,32.78,1975.0,2.7,0.34384868,68400.0,86300.0,118900.0,50500.0,341.0,399.0,486.0,145.0,496.0,25.3,21.2,11.9,-445.91162,-77.959526,1.85,54.52,44.72,65.08,81.73,517.21674,161.86913,-408.52023,123.74046,-154400.62,36076.516,155.20973,189.14737,87.55298,95.75453,6.376783,2.5067,0.69617957,9.881822,-9.091696,7.6261053,21.39718,22.9,1407.8,1.08,72.647675,51850710.0,80.23081,1.1858503,4.283781,80917.375,57.893967,10.8619,11.0,29.57,13.0,34.95,125.0,336.04,217.0,583.36,712.0,1914.08,4.0,10.75,1.0,2.69,400.56,2510.89
BoyntonBeachcity,26.531786,-80.090546,2.0,46194.0,2.28,20.12,77.74,0.63,6.76,9.11,20.12,9.05,27.21,46237.0,100.0,28824.0,61.44,0.44,50.14,45.65,4.35,22.53,34186.0,16668.0,19104.0,7688.0,12982.0,15533.0,11181.0,10160.0,4367.0,9.59,9.6,26.93,16.36,5.26,50.58,7.46,22.58,8.72,24.55,9.4,24.14,12.08,10.86,2.75,65.86,58.86,76.65,67.77,65.41,74.07,1833.0,4.87,5775.0,14.23,25.09,32.66,44.29,1.78,3.14,4.08,5.54,83.66,2.88,5.0,3.27,2.25,2.18,2.47,74.16,4.84,72.66,2.0,5252.0,79.44,76.45,1.43,24.47,1976.0,2.71,0.33,62900.0,79400.0,103700.0,40800.0,427.0,537.0,625.0,198.0,632.0,28.1,23.4,11.9,16.0,12.0,12.49,22.11,48.19,72.79,79.61,610.81085,218.81117,-364.4128,155.99287,-26682.053,96412.23,547.13354,251.32135,79.99612,81.0189,16.101847,2.4998658,0.117218375,18.538183,1.8143348,5.217807,68.75059,15.7,2945.3,1.04,153.92184,57518588.0,90.58539,0.61538935,4.885845,108379.44,4.0,7.69,15.0,28.84,201.0,386.45,486.0,934.4,972.0,1868.8,2358.0,4533.57,422.0,811.35,6.0,11.54,1357.38,7225.26
Raritantownship,40.504192,-74.89487,2.0,15616.0,2.83,0.79,96.23,2.5,1.9,10.82,23.03,9.46,7.24,-231427.64,84.2157,61524.0,89.13,1.34,61.48,14.7,1.45,10.99,66461.0,24637.0,24568.0,36042.0,480000.0,18511.0,15913.0,13756.0,356.0,2.31,3.8,10.04,42.03,2.46,74.58,19.18,23.2,7.33,39.63,6.05,23.73,8.14,7.12,3.15,91.65,90.57,98.02,90.92,52.99,64.99,69.0,0.73,938.0,18.02,23.45,28.89,30.81,1.08,1.41,1.74,1.85,92.59,0.34,3.73,2.99,2.79,2.86,2.39,87.81,0.6,35.41,3.0,351.0,94.03,85.76,0.57,60.97,1982.0,0.33,0.39,152800.0,211600.0,278600.0,125800.0,529.0,742.0,904.0,375.0,857.0,24.4,28.1,15.8,19.0,38.977127,6.01,54.63,42.4,56.97,82.95,884.63654,422.1928,-353.38455,267.88724,-112098.89,63070.492,94.92655,397.01935,85.030785,98.48722,-0.4402353,1.2145858,0.9061798,2.1765277,6.7242765,8.776493,-13.25234,39.2,398.2,1.55,60.722748,48784092.0,78.16838,2.157971,4.781778,225046.98,68.92001,5.5705175,1.0,6.26,1.0,6.26,7.0,43.79,49.0,306.56,296.0,1851.85,13.0,81.33,177.54039,25.562931,56.31,2239.74
TraverseCitycity,44.763058,-85.62063,2.0,15116.0,2.45,0.23,98.08,0.58,0.69,14.71,26.82,14.89,14.42,-77226.12,99.68548,27373.0,73.39,0.52098775,49.97,30.7,4.71,16.77,34413.0,14636.0,14782.0,7210.0,6792.0,5843.0,2500.0,7740.0,1258.0,8.7,6.31,15.93,28.71,4.19,61.79,11.34,29.72,10.15,31.8,10.13,33.7,14.36,12.44,2.95,74.12,73.84,86.24,74.68,61.91,74.61,164.0,1.42,325.0,2.77,2.77,2.77,7.38,0.06,0.06,0.06,0.16,96.13,0.27,4.05,2.44,2.32,2.5,2.03,66.44,0.99,45.03,3.0,353.0,94.6,61.69,3.12,38.53,1949.0,0.97,0.57,49900.0,64700.0,86800.0,36900.0,287.0,389.0,465.0,178.0,439.0,27.1,20.9,13.8,71.0,-443.46783,2.15,78.94,49.44,74.22,92.38,261.33884,280.00113,-912.67505,177.99165,100821.55,70688.92,323.82544,324.17755,83.970474,92.429016,9.268651,-1.2787508,0.048410222,9.625687,3.4294505,10.282234,34.954758,8.2,1838.9,0.83,95.311195,49485388.0,67.588776,1.0663834,4.996275,117013.47,30.839815,14.649658,77.31659,61.992493,2.0,12.67,32.0,202.75,98.0,620.92,653.0,4137.36,13.0,82.37,2.0,12.67,835.7792,4853.32
Rockwallcity,32.909073,-96.450066,2.0,10486.0,2.69,3.73,93.69,0.74,4.5,13.75,24.67,11.26,8.38,10488.0,100.0,44130.0,85.85,1.57,49.41,18.19,1.88,13.46,51424.0,20529.0,21389.0,5695.0,14109.0,1550.0,7883.0,9370.0,782.0,7.64,5.83,13.65,36.96,4.58,67.3,16.18,24.17,5.83,41.77,8.12,21.78,10.72,9.47,3.06,83.3,81.14,92.19,87.4,53.41,64.0,60.0,0.77,299.0,1.34,11.37,25.75,42.14,0.04,0.32,0.73,1.2,94.1,0.98,3.39,2.62,2.64,2.74,2.42,70.97,3.03,36.17,3.0,467.0,89.29,68.35,1.28,47.75,1980.0,4.55,0.16,79600.0,118600.0,155200.0,75600.0,334.0,441.0,594.0,260.0,543.0,24.5,23.6,12.5,-778.2626,-173.01326,2.85,56.52,39.47,54.76,85.58,606.3863,260.47702,-306.265,174.55627,-116067.49,70350.93,146.40273,281.9742,88.80728,94.37661,7.922561,2.173411,0.4023313,10.912551,-9.484673,6.4399166,4.234664,15.2,690.4,0.56,94.64188,46769868.0,83.11501,1.3105356,3.776938,151463.77,54.700916,10.886692,4.0,28.67,10.0,71.67,41.0,293.86,87.0,623.57,321.0,2300.75,27.0,193.52,7.0,50.17,394.21,3168.0
Meridiancity,32.36431,-88.70366,2.0,41036.0,2.54,45.35,53.97,0.44,0.57,14.6,26.21,12.93,14.76,153992.44,103.72055,18004.0,67.92,0.33,27.3,33.93,12.46,15.17,23245.0,10670.0,15261.0,5148.0,1866.0,25286.0,7824.0,9695.0,11060.0,27.76,13.01,31.39,15.85,9.45,51.77,15.97,26.6,14.82,24.85,12.41,31.15,15.74,14.29,3.11,54.92,48.53,58.0,55.77,65.4,70.59,3258.0,9.15,188.0,12.23,20.21,36.17,42.55,0.06,0.09,0.17,0.19,97.61,0.13,6.2,4.14,2.46,2.49,2.42,58.4,4.22,45.87,3.0,1570.0,91.15,57.69,4.71,50.83,1961.0,10.34,0.98,31600.0,45900.0,67200.0,35600.0,124.0,213.0,295.0,171.0,284.0,26.5,18.3,12.9,29.0,24.0,0.46,79.02,56.39,85.84,91.15,898.2474,224.3695,-308.3443,102.21586,151940.0,71229.4,350.29474,302.64197,75.28066,73.13322,31.429583,-0.6731091,0.7203727,31.92583,41.645123,8.431056,63.9673,36.9,1111.6,0.52,225.61847,48278332.0,61.675354,1.322159,9.369113,73607.75,7.0,16.26,19.0,44.13,78.0,181.16,88.0,204.39,495.0,1149.69,1222.0,2838.23,119.0,276.39,10.0,23.23,445.94,4287.54
NewPortRicheycity,28.244177,-82.71927,2.0,14044.0,2.17,0.48,98.32,0.58,2.03,8.94,19.79,9.42,28.94,14044.0,100.0,18514.0,55.7,0.39,42.53,49.05,5.54,27.24,22576.0,11294.0,11302.0,9274.0,3739.0,15348.0,16409.0,8119.0,1969.0,14.61,10.26,32.74,8.24,5.97,43.13,6.37,27.3,11.33,21.43,12.76,20.47,14.92,13.98,2.65,65.16,62.76,78.28,69.16,64.56,71.15,213.0,1.71,674.0,2.82,3.71,10.68,18.25,0.14,0.18,0.51,0.88,92.14,0.68,2.2,1.31,2.09,2.07,2.12,64.29,2.12,82.39,2.0,1347.0,82.78,64.78,0.74,35.63,1974.0,5.76,0.2,40300.0,50400.0,66100.0,25800.0,271.0,314.0,350.0,79.0,372.0,29.5,23.6,11.2,3.0,9.0,4.8,17.37,44.9,69.85,79.05,302.32016,263.0704,-735.7669,246.11687,37617.18,129127.11,581.19714,273.68988,85.85864,94.95329,9.198602,0.8144149,0.049168825,10.822019,-5.020425,8.888011,80.56104,4.4,3224.1,0.91585225,138.43668,61876764.0,90.05689,0.44458628,5.8373084,113365.04,37.003044,15.16045,75.094696,100.70623,16.0,104.43,64.0,417.7,288.0,1879.65,636.0,4150.89,47.0,306.75,4.0,26.11,522.13,6363.4
LowerAllentownship,40.211292,-76.9355,2.0,15254.0,2.6,5.43,92.39,1.49,1.62,10.9,25.2,11.95,16.15,14221.0,93.23,37461.0,73.92,1.06,62.87,34.75,2.88,26.81,44456.0,18304.0,19413.0,2510.0,26682.0,8437.0,2455.0,9649.0,486.0,3.65,5.07,16.98,24.0,2.17,54.63,9.13,22.76,10.71,30.89,9.83,32.84,10.89,10.35,2.82,80.66,78.14,86.79,84.78,59.9,72.48,99.0,0.95,333.0,18.02,27.63,48.05,56.76,0.39,0.6,1.05,1.24,94.25,0.61,1.81,1.21,2.28,2.49,1.84,74.86,0.56,39.94,3.0,257.0,95.8,68.72,0.78,14.01,1963.0,0.53,0.13,68800.0,85400.0,108200.0,39400.0,326.0,434.0,529.0,203.0,524.0,23.7,17.4,10.8,-342.2848,-228.26067,2.18,78.89,57.11,71.76,92.38,592.5949,241.50934,-430.00815,168.99576,-69961.47,36804.24,137.32031,267.53976,87.64294,93.885765,8.714289,1.184026,-0.29871458,9.810299,-2.4395022,7.9597464,43.9513,10.7,1431.1,1.1,64.9149,40253340.0,73.84662,0.61400276,2.8352396,126473.055,43.861202,9.401006,2.0,12.89,4.0,25.78,9.0,58.01,34.0,219.16,363.0,2339.82,7.0,45.12,48.83371,14.900638,96.69,2604.1
Willingborotownship,40.028847,-74.89165,2.0,36291.0,3.29,56.07,39.68,1.92,5.3,16.24,27.52,13.86,6.63,36291.0,100.0,47121.0,91.96,0.64,38.61,21.51,4.48,25.01,48756.0,15774.0,17385.0,14957.0,9258.0,10673.0,11666.0,12254.0,1614.0,4.47,2.84,15.27,19.78,5.61,71.26,16.19,24.88,13.08,25.62,7.27,31.31,12.43,9.98,3.5,75.95,66.38,90.56,78.71,76.53,81.17,1161.0,4.06,2419.0,4.63,11.7,21.37,25.84,0.31,0.78,1.42,1.72,88.56,1.27,10.09,8.84,3.29,3.24,3.94,92.36,2.68,7.02,3.0,192.0,98.29,93.63,7.81,38.02,1964.0,1.82,0.2,82700.0,95800.0,116700.0,34000.0,595.0,699.0,813.0,218.0,910.0,28.8,22.1,13.5,-879.81177,-244.94484,6.67,34.71,62.87,78.11,87.74,825.70074,282.77582,-669.7906,197.68207,-80269.01,68186.79,232.01279,290.04022,82.520134,86.81785,14.804022,1.3348299,0.45803648,17.999903,18.171974,5.0603094,-0.5910174,8.0,4547.1,4.94,67.94903,46174064.0,74.16325,0.3024599,6.1050067,128491.92,1.0,2.69,10.0,26.92,34.0,91.52,64.0,172.28,273.0,734.88,810.0,2180.41,184.0,495.3,18.0,48.45,293.41,3459.04
RidgefieldParkvillage,40.857044,-74.02153,2.0,12454.0,2.51,2.03,91.38,4.24,9.56,10.49,27.03,12.12,12.44,12454.0,100.0,42464.0,82.03,0.66,51.45,26.99,4.92,13.84,50134.0,19507.0,19778.0,12014.0,6761.036,16232.0,19228.0,23310.0,634.0,5.1,8.4,21.54,21.32,4.59,68.04,16.31,19.22,11.11,30.53,6.61,33.83,9.38,8.07,3.14,80.93,78.46,93.38,89.6,59.44,66.99,186.0,2.15,1784.0,11.77,17.43,24.5,29.32,1.69,2.5,3.51,4.2,81.65,2.61,5.87,3.93,2.51,2.9,2.05,62.65,2.92,54.47,2.0,159.0,96.9,54.22,1.89,52.2,1939.0,0.81,0.18,150100.0,172800.0,197100.0,47000.0,508.0,641.0,749.0,241.0,694.0,27.1,24.3,13.6,5.4659176,-53.013203,14.32,56.21,65.9,85.88,91.03,657.37537,221.92259,156.3272,216.73705,-156707.77,85489.87,401.85226,232.81873,83.00936,96.354675,-1.1170787,2.120457,0.13512066,1.0583065,-25.541632,8.027158,46.083107,1.8,6943.6,12.87,71.07098,59332136.0,84.572845,0.020722933,7.080499,145615.14,44.70467,5.432141,102.64906,31.520002,2.0,15.9,7.0,55.64,21.0,166.93,127.0,1009.54,32.0,254.37,1.0,7.95,71.54,1438.79
Emmetttownship,42.27089,-85.12719,2.0,10764.0,2.62,1.2,96.79,0.76,1.37,14.08,24.58,11.8,11.06,7265.0,67.6,30200.0,78.38,0.78,43.97,29.35,10.29,18.77,34723.0,13424.0,13608.0,7416.0,2154.0,8815.0,16932.0,8926.0,1261.0,11.94,8.18,24.27,10.88,8.18,58.07,28.21,19.5,19.45,21.21,12.55,23.81,13.43,13.0,3.01,77.13,74.77,82.39,81.46,62.43,70.66,130.0,1.57,240.0,27.08,27.08,27.08,27.08,0.6,0.6,0.6,0.6,95.74,0.28,3.24,2.41,2.58,2.65,2.27,84.08,1.83,42.82,3.0,191.0,95.55,81.9,2.09,29.84,1959.0,3.58,0.61,31700.0,50000.0,72100.0,40400.0,256.0,314.0,395.0,139.0,408.0,26.4,15.2,14.0,-420.98795,-229.4428,2.23,76.66,61.0,86.76,92.7,413.33908,221.1896,-643.13165,107.924286,128320.734,29816.457,284.77542,251.23512,83.93733,89.75862,12.70391,-0.38602614,0.13691576,11.752237,17.5399,10.651036,85.84813,33.4,322.2,0.6247121,141.36345,62012520.0,47.842476,1.5254421,2.3212168,73864.07,1.0,9.04,153.33563,65.0348,16.0,144.69,53.0,479.29,149.0,1347.44,403.0,3644.42,35.0,316.51,16.0,144.69,940.2424,5453.07
Hinghamtown,42.241817,-70.889755,2.0,19821.0,2.87,0.46,98.47,0.81,0.83,13.98,23.41,12.09,11.26,18865.0,95.18,60274.0,81.7,0.36,60.08,25.74,3.98,17.1,66386.0,25726.0,25749.0,28082.0,14188.0,26938.0,17316.0,15831.0,519.0,2.64,1.32,5.83,48.2,5.9,64.66,10.4,30.21,5.07,45.56,4.39,30.22,7.99,6.27,3.26,86.79,86.72,96.71,87.28,52.99,63.48,76.0,0.5,906.0,3.75,5.41,15.89,18.1,0.17,0.25,0.73,0.83,94.79,0.27,4.69,3.69,2.84,2.96,2.19,87.64,0.27,26.64,3.0,246.0,96.56,84.02,1.63,39.43,1953.0,0.12,0.17,186400.0,241300.0,326300.0,139900.0,428.0,662.0,874.0,446.0,783.0,26.1,21.2,14.7,27.0,-276.38754,4.57,72.6,68.35,82.53,94.14,352.41803,316.28064,-865.6622,245.69498,-124064.96,81079.1,225.4155,379.14844,77.59334,89.65193,1.5218683,1.1467487,-0.86105907,1.7618637,1.7100008,6.8618574,25.615643,23.3,851.4,9.33,14.683571,53608668.0,83.69919,1.6522671,3.4986954,192232.03,24.439133,6.9542775,3.0,14.23,4.0,18.98,1.0,4.74,127.0,602.52,328.0,1556.12,37.0,175.54,-61.771126,3.5539613,37.95,2334.19
ElDoradocity,33.20747,-92.66557,2.0,23146.0,2.53,37.7,61.68,0.32,0.48,13.35,23.9,11.11,16.62,65950.3,103.57517,19205.0,67.87,1.06,32.97,34.84,10.45,16.75,24357.0,11408.0,15249.0,5147.0,4971.0,13996.0,24600.0,5886.0,5581.0,24.83,10.86,32.44,16.25,7.53,51.51,21.73,22.81,17.68,23.44,11.15,25.2,13.99,12.73,3.05,62.36,55.34,68.6,65.37,60.25,68.27,1338.0,6.64,181.0,11.05,11.05,28.18,34.81,0.09,0.09,0.22,0.27,97.87,0.44,5.22,3.56,2.45,2.43,2.5,63.43,4.23,49.87,3.0,1111.0,89.18,64.14,3.6,55.27,1957.0,14.49,0.43,28600.0,42300.0,63700.0,35100.0,135.0,197.0,275.0,140.0,310.0,28.1,18.1,14.0,-437.4893,-129.09091,0.78,74.38,60.45,85.9,92.2,554.9567,221.59608,-378.94562,92.92524,94246.59,60806.426,348.1635,295.72495,77.24724,77.12548,27.013988,-1.1623566,0.53124195,27.59733,33.103374,9.513989,89.1438,16.2,1429.8,0.2,231.26106,41626076.0,52.687103,1.2605859,8.686222,89776.08,4.0,16.54,11.0,45.49,47.0,194.38,63.0,260.55,407.0,1683.21,1048.0,4334.16,59.0,244.0,3.0,12.41,516.96,6273.78
Westbrookcity,43.677025,-70.37116,2.0,16121.0,2.54,0.61,98.44,0.57,0.48,13.31,28.02,13.19,12.16,16121.0,100.0,29833.0,80.19,0.57,39.37,27.08,6.53,18.74,35436.0,13266.0,13290.0,14082.0,9122.0,10567.0,11500.0,3814.0,1550.0,9.67,7.46,21.1,13.37,4.97,66.06,20.26,21.26,16.9,21.16,9.44,27.83,13.65,11.7,2.99,71.97,70.01,80.0,69.25,69.31,78.16,209.0,1.69,377.0,6.9,9.02,15.38,17.24,0.16,0.21,0.36,0.4,91.07,1.08,2.63,1.87,2.53,2.68,2.3,64.08,1.01,50.26,2.0,268.0,95.95,60.42,2.61,32.09,1951.0,1.94,0.2,85700.0,105800.0,126900.0,41200.0,332.0,448.0,539.0,207.0,504.0,26.8,21.0,13.0,-342.9611,-390.48242,2.34,79.79,53.51,85.45,92.13,356.88327,243.44258,-774.4254,179.79726,-19725.002,80691.41,328.07928,250.96198,85.75664,94.364334,4.5600553,1.2013621,0.032520644,6.7222123,-1.6274264,10.286778,56.86102,17.5,922.6,2.09,84.10377,52399836.0,81.588425,0.73939097,3.5844026,107905.45,55.49647,12.335627,4.0,25.4,4.0,25.4,5.0,31.75,121.0,768.3,522.0,3314.5,42.0,266.68,6.0,38.1,82.54,4387.58
Newburghcity,41.503426,-74.010414,2.0,26454.0,2.94,34.81,51.25,0.51,23.22,16.57,30.82,16.04,9.71,26454.0,100.0,22224.0,71.12,0.18,24.14,26.71,13.06,14.34,25894.0,9989.0,12114.0,8255.0,3847.0,10149.0,6415.0,6455.0,6717.0,26.23,18.45,42.12,11.45,11.79,55.62,23.51,26.83,22.82,18.63,11.84,41.49,15.3,13.73,3.45,48.4,43.56,45.82,56.8,53.1,62.73,3482.0,17.03,3201.0,28.46,39.83,52.64,61.54,3.44,4.82,6.37,7.45,74.85,5.54,12.2,8.21,2.83,2.81,2.84,35.2,9.49,57.77,2.0,987.0,90.13,35.44,14.89,49.95,1939.0,18.93,0.85,81200.0,103100.0,125900.0,44700.0,347.0,452.0,541.0,194.0,533.0,33.2,25.8,17.1,160.0,9.0,12.1,65.2,49.06,83.03,90.6,908.4641,230.11726,106.983345,145.82321,25275.586,71507.91,333.49615,287.90518,58.28205,81.09488,17.971891,5.8199186,0.41904098,24.081125,44.940453,10.179781,87.429,4.0,6681.0,3.99,164.88013,51498710.0,84.05311,1.7142488,4.4425883,57764.29,5.0,19.49,26.0,101.33,142.0,553.43,226.0,880.82,528.0,2057.84,735.0,2864.6,53.0,206.56,22.0,85.74,1555.07,5214.75
Butlertownship,40.86136,-79.94166,2.0,17625.0,2.58,0.41,99.05,0.36,0.34,11.95,21.26,10.76,17.48,-173357.98,96.89507,31503.0,70.25,0.32,56.52,35.89,5.42,26.6,37683.0,14716.0,14603.0,15156.0,20509.0,37688.0,1016.0,6290.0,1302.0,7.56,8.35,20.07,18.13,5.17,53.22,26.63,26.05,15.44,28.93,7.02,24.59,8.17,7.62,3.0,82.89,81.96,89.46,84.6,56.83,62.39,109.0,0.73,313.0,7.762861,8.243551,5.75,13.74,1.5843244,0.63994044,0.1,0.24,95.23,0.37,2.46,1.85,2.53,2.67,1.97,84.34,0.56,32.85,3.0,231.0,96.72,79.88,4.76,56.71,1958.0,1.22,0.17,46400.0,63000.0,81500.0,35100.0,225.0,308.0,379.0,154.0,377.0,23.9,15.6,11.6,-1128.6162,-215.99867,1.78,89.0,70.14,91.39,95.95,516.7639,629.14624,-671.8693,424.72113,39781.293,70406.63,79.90055,621.76764,92.99941,88.99621,7.1795597,6.493658,0.4901192,14.123545,0.14680451,6.40324,106.832016,22.4,788.6,0.26,44.767567,46887788.0,62.170544,1.5498943,5.0690026,394278.78,35.279617,5.5308714,3.0,11.35,1.0,3.78,10.0,37.82,35.0,132.38,428.0,1618.82,34.0,128.6,122.162476,19.462635,52.95,1879.8
Lindencity,40.622047,-74.24459,2.0,36701.0,2.55,20.01,76.76,1.5,7.36,11.36,23.9,11.29,17.89,36701.0,100.0,35911.0,74.02,0.3,47.87,35.94,6.09,20.49,42634.0,16308.0,17418.0,13048.0,11204.0,14454.0,8838.0,13246.0,2049.0,5.63,13.14,31.78,12.16,6.69,59.11,23.78,17.99,18.8,19.77,8.28,31.38,10.24,9.33,3.09,73.35,69.1,86.42,72.98,56.98,68.58,1058.0,3.99,5861.0,9.49,18.53,24.83,31.53,1.51,2.96,3.96,5.04,74.38,4.38,4.9,3.39,2.53,2.68,2.31,64.64,3.18,48.67,3.0,548.0,96.33,61.22,1.09,40.15,1953.0,2.09,0.1,126500.0,151800.0,175800.0,49300.0,411.0,528.0,637.0,226.0,594.0,25.1,23.5,15.4,108.05941,-87.6523,15.97,62.65,68.53,88.45,94.29,124.0,337.39,116.0,315.62,30000.0,81626.0,241.9,337.4,78.37,98.39,1.61,-0.25513524,0.16442922,1.61,12.0,9.0,124.2,11.2,3278.7,5.81,41.0,4967234.0,93.55,0.70215535,9.68,135151.8,1.0,2.72,8.0,21.77,90.0,244.88,96.0,261.2,359.0,976.79,982.0,2671.89,361.0,982.23,16.0,43.53,530.57,4674.45
Kalamazoocity,42.291706,-85.58723,2.0,80277.0,2.73,18.75,77.28,1.87,2.68,22.64,39.91,26.62,9.28,80277.0,100.0,23207.0,75.55,0.62,40.35,23.76,13.37,13.75,29869.0,11956.0,13501.0,6459.0,6103.0,9944.0,5908.0,6303.0,18621.0,26.23,6.86,20.41,29.79,9.17,56.5,17.61,33.84,13.01,28.8,10.26,49.1,13.6,12.06,3.03,57.08,53.51,63.47,55.54,58.67,66.93,4713.0,9.05,3793.0,27.87,38.52,45.29,52.41,1.32,1.82,2.14,2.48,92.82,0.84,5.65,3.42,2.41,2.58,2.25,50.72,3.25,55.9,2.0,2079.0,93.4,47.36,5.77,34.15,1953.0,6.94,0.25,32400.0,48600.0,72800.0,40400.0,273.0,357.0,447.0,174.0,403.0,30.1,17.8,14.4,192.0,-286.70435,4.72,68.59,37.68,67.15,89.14,240.0,292.33,204.0,248.48,100000.0,121804.2,416.7,292.3,94.78,82.08,15.42,2.08,0.40506563,17.5,20.0,10.0,93.8,25.5,3153.6,2.49,107.0,19779856.0,85.0,0.31810343,8.33,240926.9,8.0,9.74,221.90509,80.6144,248.0,302.07,3332.0,4058.51,1308.0,1593.2,4082.0,4972.05,439.0,534.72,85.0,103.53,1388.6854,7203.5
